AD,ED,NAME,LOCATION
75,107,BARUCH COLLEGE CAMPUS H.S,55 EAST 25 STREET
75,107,PARK WEST HIGH SCHOOL,525 WEST 50 STREET
75,108,MANHATTAN PLAZA L.P,400 WEST 43 STREET
75,109,BARUCH COLL VERT CAMPUS,55 LEXINGTON AVE
75,110,IS 70,333 WEST 17 STREET
75,111,BAYARD RUSTIN HIGH SCHOOL,351 WEST 18 STREET
75,112,PENN SOUTH (BLDG 8A),343 8 AVENUE
75,113,IS 70,333 WEST 17 STREET
75,114,PENN SOUTH (BLDG 2B),339 WEST 24 STREET
75,115,ELIAS HOWE PRIMARY SCH 51 MANHATTAN,525 W 44 ST
76,1,HS OF ART & DESIGN,249 EAST 56 STREET
76,2,HS OF ART & DESIGN,249 EAST 56 STREET
76,3,HS OF ART & DESIGN,249 EAST 56 STREET
76,4,PS 183,408 EAST 67 STREET
76,5,PS 183,408 EAST 67 STREET
76,6,PS 183,408 EAST 67 STREET
76,7,PS 183,408 EAST 67 STREET
76,8,PS 183,408 EAST 67 STREET
76,9,JULIA RICHMAN ED CAMPUS,302 E 68 ST
76,10,PS 183,408 EAST 67 STREET
76,11,PS 183,408 EAST 67 STREET
76,12,PS 183,408 EAST 67 STREET
76,13,PS 183,408 EAST 67 STREET
76,14,PS 183,408 EAST 67 STREET
76,15,PS 183,408 EAST 67 STREET
76,16,LENOX HILL NEIGHBORHOOD HOUSE,343 E 70 ST
76,17,LENOX HILL NEIGHBORHOOD HOUSE,343 E 70 ST
76,18,LENOX HILL NEIGHBORHOOD HOUSE,343 E 70 ST
76,19,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,20,LENOX HILL NEIGHBORHOOD HOUSE,343 E 70 ST
76,21,LENOX HILL NEIGHBORHOOD HOUSE,343 E 70 ST
76,22,MARYMOUNT MANHATTAN COLL,221 E 71 ST
76,23,MARYMOUNT MANHATTAN COLL,221 E 71 ST
76,24,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,25,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,26,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,27,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,28,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,29,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,30,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,31,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,32,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,33,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,34,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,35,PS 158,1458 YORK AVENUE
76,36,ELEANOR ROOSEVELT HS,411 EAST 76 STREET
76,37,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,38,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,39,PS 158,1458 YORK AVENUE
76,40,PS 158,1458 YORK AVENUE
76,41,PS 158,1458 YORK AVENUE
76,42,PS 158,1458 YORK AVENUE
76,43,PS 158,1458 YORK AVENUE
76,44,PS 158,1458 YORK AVENUE
76,45,PS 158,1458 YORK AVENUE
76,46,PS 158,1458 YORK AVENUE
76,47,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,48,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,49,PS 158,1458 YORK AVENUE
76,50,PS 158,1458 YORK AVENUE
76,51,PS 158,1458 YORK AVENUE
76,52,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,53,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,54,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,55,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,56,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,57,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,58,PS 158,1458 YORK AVENUE
76,59,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,60,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,61,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,62,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,63,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,64,YORKVILLE COMMUNITY SCHOOL,421 EAST 88 ST
76,65,CHURCH OF THE HOLY TRINITY,316 EAST 88 STREET
76,66,KNICKERBOCKER PLAZA,1751 2ND AVENUE
76,67,CHURCH OF THE HOLY TRINITY,316 EAST 88 STREET
76,68,KNICKERBOCKER PLAZA,1751 2ND AVENUE
76,69,CHURCH OF THE HOLY TRINITY,316 EAST 88 ST
76,70,YORKVILLE COMMUNITY SCHOOL,421 EAST 88 ST
76,71,KNICKERBOCKER PLAZA,1751 2ND AVENUE
76,72,YORKVILLE COMMUNITY SCHOOL,421 EAST 88 ST
76,73,YORKVILLE COMMUNITY SCHOOL,421 EAST 88 ST
76,74,YORKVILLE COMMUNITY SCHOOL,421 EAST 88 ST
76,75,YORKVILLE COMMUNITY SCHOOL,421 EAST 88 ST
76,76,MS 114,331 EAST 91 STREET
76,77,YORKVILLE COMMUNITY SCHOOL,421 EAST 88 ST
76,78,MS 114,331 EAST 91 STREET
76,79,MS 114,331 EAST 91 STREET
76,80,MS 114,331 EAST 91 STREET
76,81,MS 114,331 EAST 91 STREET
76,82,PS 217,645 MAIN STREET
76,83,PS 217,645 MAIN STREET
76,84,PS 217,645 MAIN STREET
76,85,PS 217,645 MAIN STREET
76,86,PS 217,645 MAIN STREET
76,87,PS 217,645 MAIN STREET
76,88,ROBERT WAGNER MIDDLE SCH,225 E 75 ST
76,89,PS 158,1458 YORK AVENUE
76,90,YORKVILLE COMMUNITY SCH,421 EAST 88 STREET
76,91,PS 59,233 EAST 56 STREET
76,92,PS 59,233 EAST 56 STREET
76,93,PS 59,233 EAST 56 STREET
76,94,PS 169,110 EAST 88 STREET
76,95,PS 59,233 EAST 56 STREET
76,96,PS 217,645 MAIN STREET
76,97,PS 169,110 EAST 88 STREET
76,98,PS 217,645 MAIN STREET
76,99,PS 290 (MANH NEW SCHOOL),311 EAST 82 STREET
76,100,PS 158,1458 YORK AVENUE
76,101,LENOX HILL NEIGHBORHOOD HOUSE,343 E 70 ST
76,102,JULIA RICHMAN ED CAMPUS,302 E 68 ST
76,103,YORKVILLE COMMUNITY SCH,421 EAST 88 ST
76,103,YORKVILLE COMMUNITY SCH,421 EAST 88 ST
76,115,ELIAS HOWE PRIMARY SCH 51 MANHATTAN,525 W 44 ST
76,115,ELIAS HOWE PRIMARY SCH 51 MANHATTAN,525 W 44 ST
77,1,PS 73 BRONX ,1020 ANDERSON AVENUE
77,2,PS 126 ,175 WEST 166 STREET
77,3,HIGHBRIDGE GARDENS COMM CTR ,1155 UNIVERSITY AVE
77,4,PS 126 ,175 WEST 166 STREET
77,5,PS 126 ,175 WEST 166 STREET
77,6,PS 11 HIGHBRIDGE ,1257 OGDEN AVENUE
77,7,PS 11 HIGHBRIDGE ,1257 OGDEN AVENUE
77,8,PS 11 HIGHBRIDGE ,1257 OGDEN AVENUE
77,9,PS 11 HIGHBRIDGE ,1257 OGDEN AVENUE
77,10,SHAKESPEARE SENIOR HDFC ,1454 SHAKESPEARE AVENUE
77,11,SHAKESPEARE SENIOR HDFC ,1454 SHAKESPEARE AVENUE
77,12,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,13,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,14,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,15,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,16,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,17,PS 70 MAX SCHOENFELD ,1691 WEEKS AVENUE
77,18,PS 306 ,40 WEST TREMONT AVENUE
77,19,SEDGWICK COMMUNITY CENTER ,1553 UNIVERSITY AVE
77,20,BRONXWORKS HEIGHTS SR CTR ,200 WEST TREMONT AVE
77,21,BRONXWORKS HEIGHTS SR CTR ,200 WEST TREMONT AVE
77,22,BRONXWORKS HEIGHTS SR CTR ,200 WEST TREMONT AVE
77,23,SEDGWICK COMMUNITY CENTER ,1553 UNIVERSITY AVE
77,24,SEDGWICK COMMUNITY CENTER ,1553 UNIVERSITY AVE
77,25,PS 229 ROLAND PATTERSON .,275 ROB. CLEMENTE ST PK BRDG
77,26,BRONXWORKS HEIGHTS SR CTR ,200 WEST TREMONT AVE
77,27,PS 229 ROLAND PATTERSON .,275 ROB. CLEMENTE ST PK BRDG
77,28,PS 229 ROLAND PATTERSON .,275 ROB. CLEMENTE ST PK BRDG
77,29,PS 229 ROLAND PATTERSON .,275 ROB. CLEMENTE ST PK BRDG
77,30,PS 229 ROLAND PATTERSON .,275 ROB. CLEMENTE ST PK BRDG
77,31,BRONXWORKS HEIGHTS SR CTR ,200 WEST TREMONT AVE
77,32,PS 306 ,40 WEST TREMONT AVENUE
77,33,PS 306 ,40 WEST TREMONT AVENUE
77,34,PS 306 ,40 WEST TREMONT AVENUE
77,35,PS 306 ,40 WEST TREMONT AVENUE
77,36,PS 306 ,40 WEST TREMONT AVENUE
77,37,IS 117 JOSEPH H. WADE ,1865 MORRIS AVENUE
77,38,PS 70 MAX SCHOENFELD ,1691 WEEKS AVENUE
77,39,WILLIAM H. TAFT HIGH SCHOOL ,240 EAST 172 STREET
77,40,WILLIAM H. TAFT HIGH SCHOOL ,240 EAST 172 STREET
77,41,WILLIAM H. TAFT HIGH SCHOOL ,240 EAST 172 STREET
77,42,WILLIAM H. TAFT HIGH SCHOOL ,240 EAST 172 STREET
77,43,PS 53 ANNEX BASHEER QUISIM ,360 EAST 168 STREET
77,44,WILLIAM H. TAFT HIGH SCHOOL ,240 EAST 172 STREET
77,45,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,46,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,47,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,48,PS/IS 218 RAFAEL HERNANDEZ ,1220 GERARD AVENUE
77,49,BX CNTY SUPREME COURT HOUSE ..,851 GRAND CONCOURSE
77,50,PS 53 ANNEX BASHEER QUISIM ,360 EAST 168 STREET
77,51,PS 53 ANNEX BASHEER QUISIM ,360 EAST 168 STREET
77,52,TRIBORO CNTR FOR REHAB & NURSING ,1160 TELLER AVE
77,53,PS 53 ANNEX BASHEER QUISIM ,360 EAST 168 STREET
77,54,JHS 145 ARTURO TOSCANINI ,1000 TELLER AVENUE
77,55,JHS 145 ARTURO TOSCANINI ,1000 TELLER AVENUE
77,56,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,57,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,58,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,59,BX CNTY SUPREME COURT HOUSE ..,851 GRAND CONCOURSE
77,60,BX CNTY SUPREME COURT HOUSE ..,851 GRAND CONCOURSE
77,61,BX CNTY SUPREME COURT HOUSE ..,851 GRAND CONCOURSE
77,62,JHS 145 ARTURO TOSCANINI ,1000 TELLER AVENUE
77,63,JHS 145 ARTURO TOSCANINI ,1000 TELLER AVENUE
77,64,JHS 145 ARTURO TOSCANINI ,1000 TELLER AVENUE
77,65,PS 73 BRONX ,1020 ANDERSON AVENUE
77,66,HOSTOS COMMUNITY COLLEGE ,120 EAST 149 STREET
77,67,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,68,PS 73 BRONX ,1020 ANDERSON AVENUE
77,69,BX CNTY SUPREME COURT HOUSE ..,851 GRAND CONCOURSE
77,70,WILLIAM H. TAFT HIGH SCHOOL ,240 EAST 172 STREET
77,71,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,72,BX CNTY SUPREME COURT HOUSE ..,851 GRAND CONCOURSE
77,73,BX CNTY SUPREME COURT HOUSE ..,851 GRAND CONCOURSE
77,74,SHAKESPEARE SENIOR HDFC ,1454 SHAKESPEARE AVENUE
77,75,PS 90 THE FAMILY SCHOOL ,1116 SHERIDAN AVENUE
77,76,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,77,HIGHBRIDGE GARDENS COMM CTR ,1155 UNIVERSITY AVE
77,78,PS 11 HIGHBRIDGE ,1257 OGDEN AVENUE
77,79,PS 64 PURA BELPRE ,1425 WALTON AVENUE
77,80,WILLIAM H. TAFT HIGH SCHOOL ,240 EAST 172 STREET
77,81,SEDGWICK COMMUNITY CENTER ,1553 UNIVERSITY AVE
77,82,PS/IS 218 RAFAEL HERNANDEZ ,1220 GERARD AVENUE
77,82,PS/IS 218 RAFAEL HERNANDEZ ,1220 GERARD AVENUE
78,1,PS 32 ,690 EAST 183 STREET
78,2,PS 57 CRESCENT ,2111 CROTONA AVENUE
78,3,PS 32 ,690 EAST 183 STREET
78,4,GRACE DODGE VOCATIONAL HS ,2474 CROTONA AVENUE
78,5,PS 32 ,690 EAST 183 STREET
78,6,GRACE DODGE VOCATIONAL HS ,2474 CROTONA AVENUE
78,7,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,8,GRACE DODGE VOCATIONAL HS ,2474 CROTONA AVENUE
78,9,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,10,PS 23 THE NEW CHILDRENâ€™S SCH ,2151 WASHINGTON AVE
78,11,PS 23 THE NEW CHILDRENâ€™S SCH ,2151 WASHINGTON AVE
78,12,PS 85 GREAT EXPECTATIONS ,2400 MARION AVENUE
78,13,PS 54 ,2703 WEBSTER AVENUE
78,14,PS 54 ,2703 WEBSTER AVENUE
78,15,PS 54 ,2703 WEBSTER AVENUE
78,16,FORDHAM BEDFORD ,2848 BAINBRIDGE AVENUE
78,17,PS 85 GREAT EXPECTATIONS ,2400 MARION AVENUE
78,18,PS 33 TIMOTHY DWIGHT ,2424 JEROME AVENUE
78,19,PS 85 GREAT EXPECTATIONS ,2400 MARION AVENUE
78,20,PS 54 ,2703 WEBSTER AVENUE
78,21,PS 54 ,2703 WEBSTER AVENUE
78,22,PS 54 ,2703 WEBSTER AVENUE
78,23,PS 86 KINGSBRIDGE HEIGHTS ,2756 RESERVOIR AVENUE
78,24,PS 86 KINGSBRIDGE HEIGHTS ,2756 RESERVOIR AVENUE
78,25,PS 54 ,2703 WEBSTER AVENUE
78,26,PS 54 ,2703 WEBSTER AVENUE
78,27,PS 54 ,2703 WEBSTER AVENUE
78,28,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,29,GLAD TIDINGS ASSEMBLY ,2 VAN CORTLANDT AVENUE E
78,30,GLAD TIDINGS ASSEMBLY ,2 VAN CORTLANDT AVENUE E
78,31,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,32,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,33,JHS 80 THE MOSHOLU PARKWAY ,149 E MOSHOLU PARKWAY N
78,34,GLAD TIDINGS ASSEMBLY ,2 VAN CORTLANDT AVENUE E
78,35,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,36,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,37,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,38,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,39,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,40,PS 96 RICHARD RODGERS ,2385 OLINVILLE AVENUE
78,41,PS 96 RICHARD RODGERS ,2385 OLINVILLE AVENUE
78,42,GRACE DODGE VOCATIONAL HS ,2474 CROTONA AVENUE
78,43,PS 33 TIMOTHY DWIGHT ,2424 JEROME AVENUE
78,44,PLAZA REHAB AND NURSING CNTR ..,100 W KINGSBRIDGE RD
78,45,PLAZA REHAB AND NURSING CNTR ..,100 W KINGSBRIDGE RD
78,46,PS 33 TIMOTHY DWIGHT ,2424 JEROME AVENUE
78,47,PS 33 TIMOTHY DWIGHT ,2424 JEROME AVENUE
78,48,KENSINGTON BLDG /FORDHAM HILL COMPLEX..,2455 SEDGWICKAVE
78,49,KENSINGTON BLDG /FORDHAM HILL COMPLEX..,2455 SEDGWICKAVE
78,50,BAILEY RAIN SENIOR CENTER ,2660 BAILEY AVENUE
78,51,PS 360 ,2880 KINGSBRIDGE TERRACE
78,52,MS 143 MARIE CURIE SCHOOL FOR HLTH PROFESS .,120 W 231 ST
78,53,PS 360 ,2880 KINGSBRIDGE TERRACE
78,54,MS 143 MARIE CURIE SCHOOL FOR HLTH PROFESS .,120 W 231 ST
78,55,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,56,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,57,PS 85 GREAT EXPECTATIONS ,2400 MARION AVENUE
78,58,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,59,PLAZA REHAB AND NURSING CNTR ..,100 W KINGSBRIDGE RD
78,60,PS 33 TIMOTHY DWIGHT ,2424 JEROME AVENUE
78,61,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,62,JHS 45 THOMAS C. GIORDANO MS 45 ,2502 LORILLARD PL
78,63,PS 85 GREAT EXPECTATIONS ,2400 MARION AVENUE
78,64,PS 23 THE NEW CHILDRENâ€™S SCH ,2151 WASHINGTON AVE
78,65,PS 54 ,2703 WEBSTER AVENUE
78,66,BAILEY RAIN SENIOR CENTER ,2660 BAILEY AVENUE
78,67,PS 8 ISAAC VARIAN ,3010 BRIGGS AVENUE
78,68,MS 143 MARIE CURIE SCHOOL FOR HLTH PROFESS .,120 W 231 ST
78,69,PS 32 ,690 EAST 183 STREET
78,70,GRACE DODGE VOCATIONAL HS ,2474 CROTONA AVENUE
78,71,PS 54 ,2703 WEBSTER AVENUE
78,72,PS 86 KINGSBRIDGE HEIGHTS ,2756 RESERVOIR AVENUE
78,73,GLAD TIDINGS ASSEMBLY ,2 VAN CORTLANDT AVENUE E
78,73,GLAD TIDINGS ASSEMBLY ,2 VAN CORTLANDT AVENUE E
78,82,PS/IS 218 RAFAEL HERNANDEZ ,1220 GERARD AVENUE
78,82,PS/IS 218 RAFAEL HERNANDEZ ,1220 GERARD AVENUE
79,1,PS 32 ,690 EAST 183 STREET
79,2,PS 57 CRESCENT ,2111 CROTONA AVENUE
79,3,PS 57 CRESCENT ,2111 CROTONA AVENUE
79,4,PS 57 CRESCENT ,2111 CROTONA AVENUE
79,5,PS 57 CRESCENT ,2111 CROTONA AVENUE
79,6,PS 44 DAVID C. FARRAGUT,1825 PROSPECT AVENUE
79,7,PS 44 DAVID C. FARRAGUT,1825 PROSPECT AVENUE
79,8,PS 44 DAVID C. FARRAGUT,1825 PROSPECT AVENUE
79,9,PS 44 DAVID C. FARRAGUT,1825 PROSPECT AVENUE
79,10,PS 44 DAVID C. FARRAGUT,1825 PROSPECT AVENUE
79,11,PS 44 DAVID C. FARRAGUT,1825 PROSPECT AVENUE
79,12,PS 44 DAVID C. FARRAGUT,1825 PROSPECT AVENUE
79,13,PS 61 FRANCISCO OLLER ,1550 CROTONA PARK EAST
79,14,PS 66 SCHOOL OF HIGHER EXPECTATIONS ..,1001 JENNINGS ST
79,15,PS 66 SCHOOL OF HIGHER EXPECTATIONS ..,1001 JENNINGS ST
79,16,PS 66 SCHOOL OF HIGHER EXPECTATIONS ..,1001 JENNINGS ST
79,17,PS 66 SCHOOL OF HIGHER EXPECTATIONS ..,1001 JENNINGS ST
79,18,PS 66 SCHOOL OF HIGHER EXPECTATIONS ..,1001 JENNINGS ST
79,19,PS 61 FRANCISCO OLLER ,1550 CROTONA PARK EAST
79,20,PS 186 WALTER J. DAMROSCH SCHOOL ,750 JENNINGS ST
79,21,PS 186 WALTER J. DAMROSCH SCHOOL ,750 JENNINGS ST
79,22,PS 186 WALTER J. DAMROSCH SCHOOL ,750 JENNINGS ST
79,23,PS 186 WALTER J. DAMROSCH SCHOOL ,750 JENNINGS ST
79,24,PS 186 WALTER J. DAMROSCH SCHOOL ,750 JENNINGS ST
79,25,BRONX REGIONAL HS ,1010 REV JAMES A POLITE AVE.
79,26,BRONX REGIONAL HS ,1010 REV JAMES A POLITE AVE.
79,27,BRONX REGIONAL HS ,1010 REV JAMES A POLITE AVE.
79,28,BRONX REGIONAL HS ,1010 REV JAMES A POLITE AVE.
79,29,PS/MS 4 CROTONA PARK WEST ,1701 FULTON AVENUE
79,30,PS 42 CLAREMONT ,1537 WASHINGTON AVENUE
79,31,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,32,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,33,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,34,PS 63 AUTHORâ€™S ACADEMY ,1260 FRANKLIN AVENUE
79,35,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,36,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,37,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,38,PS 132 GARRET A. MORGAN ,1245 WASHINGTON AVENUE
79,39,PS 132 GARRET A. MORGAN ,1245 WASHINGTON AVENUE
79,40,PS 63 AUTHORâ€™S ACADEMY ,1260 FRANKLIN AVENUE
79,41,PS 132 GARRET A. MORGAN ,1245 WASHINGTON AVENUE
79,42,PS 63 AUTHORâ€™S ACADEMY ,1260 FRANKLIN AVENUE
79,43,MORRIS HS ACAD FOR COLLABORATIVE STUDIES .,1110 BOSTON RD
79,44,MORRIS HS ACAD FOR COLLABORATIVE STUDIES .,1110 BOSTON RD
79,45,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,46,PS 146 EDWARD COLLINS ,968 CAULDWELL AVENUE
79,47,PS 146 EDWARD COLLINS ,968 CAULDWELL AVENUE
79,48,PS 146 EDWARD COLLINS ,968 CAULDWELL AVENUE
79,49,PS 146 EDWARD COLLINS ,968 CAULDWELL AVENUE
79,50,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,51,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,52,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,53,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,54,IS 166 BX EARLY COLLEGE ACAD FOR TEACH & LEARN ..,250 E 164 ST
79,55,PS/MS 29 MELROSE SCHOOL ,758 COURTLANDT AVENUE
79,56,PS 1 COURTLANDT SCHOOL ,335 EAST 152 STREET
79,57,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,58,PS 130 ABRAM STEVENS HEWITT ,750 PROSPECT AVENUE
79,59,PS 130 ABRAM STEVENS HEWITT ,750 PROSPECT AVENUE
79,60,ST. MARYâ€™S PARK COMMUNITY CENTER ,595 TRINITY AVE
79,61,ST. MARYâ€™S PARK COMMUNITY CENTER ,595 TRINITY AVE
79,62,ST. MARYâ€™S PARK COMMUNITY CENTER ,595 TRINITY AVE
79,63,PS/MS 29 MELROSE SCHOOL ,758 COURTLANDT AVENUE
79,64,MELROSE IHAD-LITERACY ,277 EAST 153 STREET
79,65,PS/MS 29 MELROSE SCHOOL ,758 COURTLANDT AVENUE
79,66,MELROSE IHAD-LITERACY ,277 EAST 153 STREET
79,67,PS 57 CRESCENT ,2111 CROTONA AVENUE
79,68,IS 166 BX EARLY COLLEGE ACAD FOR TEACH & LEARN ..,250 E 164 ST
79,69,IS 166 BX EARLY COLLEGE ACAD FOR TEACH & LEARN ..,250 E 164 ST
79,70,MOTT HAVEN CAMPUS ,730 CONCOURSE VILLAGE WEST
79,71,MOTT HAVEN CAMPUS ,730 CONCOURSE VILLAGE WEST
79,72,IS 166 BX EARLY COLLEGE ACAD FOR TEACH & LEARN ..,250 E 164 ST
79,73,GLAD TIDINGS ASSEMBLY ,2 VAN CORTLANDT AVENUE E
79,73,GLAD TIDINGS ASSEMBLY ,2 VAN CORTLANDT AVENUE E
79,73,IS 166 BX EARLY COLLEGE ACAD FOR TEACH & LEARN ..,250 E 164 ST
79,74,PS/MS 4 CROTONA PARK WEST ,1701 FULTON AVENUE
79,75,PS 66 SCHOOL OF HIGHER EXPECTATIONS ..,1001 JENNINGS ST
79,76,PS 186 WALTER J. DAMROSCH SCHOOL ,750 JENNINGS ST
79,77,PS/MS 4 CROTONA PARK WEST ,1701 FULTON AVENUE
79,78,PS 146 EDWARD COLLINS ,968 CAULDWELL AVENUE
79,79,MOTT HAVEN CAMPUS ,730 CONCOURSE VILLAGE WEST
79,80,PS 146 EDWARD COLLINS ,968 CAULDWELL AVENUE
79,81,PS 146 EDWARD COLLINS ,968 CAULDWELL AVENUE
79,82,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,83,PS 42 CLAREMONT ,1537 WASHINGTON AVENUE
79,84,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,85,PS 63 AUTHORâ€™S ACADEMY ,1260 FRANKLIN AVENUE
79,86,PS 55 BENJAMIN FRANKLIN ,450 ST PAULS PLACE
79,87,PS 32 ,690 EAST 183 STREET
79,88,PS 61 FRANCISCO OLLER ,1550 CROTONA PARK EAST
79,89,MS 301 (PS 120) PAUL L. DUNBAR ,890 CAULDWELL AVENUE
79,90,IS 166 BX EARLY COLLEGE ACAD FOR TEACH & LEARN ..,250 E 164 ST
79,90,IS 166 BX EARLY COLLEGE ACAD FOR TEACH & LEARN ..,250 E 164 ST
80,1,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,2,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,3,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,4,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,5,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,6,PS 83 ANNEX ,1840 BOGART AVENUE
80,7,PS 83 ANNEX ,1840 BOGART AVENUE
80,8,PS 83 ANNEX ,1840 BOGART AVENUE
80,9,PS 311/481 THE STEAM BRIDGE SCHOOL ..,1684 WHITE PLAINS RD
80,10,PS 311/481 THE STEAM BRIDGE SCHOOL ..,1684 WHITE PLAINS RD
80,11,PS 83 ANNEX ,1840 BOGART AVENUE
80,12,PS 311/481 THE STEAM BRIDGE SCHOOL ..,1684 WHITE PLAINS RD
80,13,PS 311/481 THE STEAM BRIDGE SCHOOL ..,1684 WHITE PLAINS RD
80,14,PARKSIDE SENIOR CENTER ,644 ADEE AVENUE
80,15,PS 105 SEN ABRAHAM BERNSTEIN ,725 BRADY AVENUE
80,16,PS 105 SEN ABRAHAM BERNSTEIN ,725 BRADY AVENUE
80,17,PS 105 SEN ABRAHAM BERNSTEIN ,725 BRADY AVENUE
80,18,PS 83 ANNEX ,1840 BOGART AVENUE
80,19,PS 83 ANNEX ,1840 BOGART AVENUE
80,20,PS 105 SEN ABRAHAM BERNSTEIN ,725 BRADY AVENUE
80,21,PS 105 SEN ABRAHAM BERNSTEIN ,725 BRADY AVENUE
80,22,PS 105 SEN ABRAHAM BERNSTEIN ,725 BRADY AVENUE
80,23,PS 357 YOUNG VOICES ACADEMY ,800 LYDIG AVENUE
80,24,PS 357 YOUNG VOICES ACADEMY ,800 LYDIG AVENUE
80,25,PS 357 YOUNG VOICES ACADEMY ,800 LYDIG AVENUE
80,26,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,27,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,28,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
80,29,PS 108 PHILIP J. ABINANTI ,1166 NEILL AVENUE
