AD,ED,NAME,LOCATION
39,71,PS 306-NYC ACADEMY FOR DISCOVERY ,95-16 89 AVENUE
40,1,PS 184-FLUSHING MANOR ,163-15 21 ROAD
40,2,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,3,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,4,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,5,PS 184-FLUSHING MANOR ,163-15 21 ROAD
40,6,PS 184-FLUSHING MANOR ,163-15 21 ROAD
40,7,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,8,ST ANDREWS AVELLINO SCHOOL ,35-50 158 STREET
40,9,ST ANDREWS AVELLINO SCHOOL ,35-50 158 STREET
40,10,PS 184-FLUSHING MANOR ,163-15 21 ROAD
40,11,ST ANDREWS AVELLINO SCHOOL ,35-50 158 STREET
40,12,ST ANDREWS AVELLINO SCHOOL ,35-50 158 STREET
40,13,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,14,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,15,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,16,PS 214-CADWALLADER COLDEN ,31-15 140 STREET
40,17,JHS 185-EDWARD BLEEKER ,147-26 25 DRIVE
40,18,LATIMER GARDENS COMMUNITY CENTER ..,34-30 137 STREET
40,19,PS 214-CADWALLADER COLDEN ,31-15 140 STREET
40,20,ST ANDREWS AVELLINO SCHOOL ,35-50 158 STREET
40,21,TAIWAN CENTER ,137-44 NORTHERN BOULEVARD
40,22,JHS 189-DANIEL CARTER BEARD ,144-80 BARCLAY AVENUE
40,23,JHS 189-DANIEL CARTER BEARD ,144-80 BARCLAY AVENUE
40,24,JHS 189-DANIEL CARTER BEARD ,144-80 BARCLAY AVENUE
40,25,JHS 189-DANIEL CARTER BEARD ,144-80 BARCLAY AVENUE
40,26,PS 22-THOMAS JEFFERSON ,153-33 SANFORD AVENUE
40,27,PS 22-THOMAS JEFFERSON ,153-33 SANFORD AVENUE
40,28,MARYâ€™S NATIVITY CHURCH ,46-02 PARSONS BOULEVARD
40,29,MARYâ€™S NATIVITY CHURCH ,46-02 PARSONS BOULEVARD
40,30,MARYâ€™S NATIVITY CHURCH ,46-02 PARSONS BOULEVARD
40,31,JHS 189-DANIEL CARTER BEARD ,144-80 BARCLAY AVENUE
40,32,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,33,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,34,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,35,PS 244-ACTIVE LEARNING ELEM SCH ,137-20 FRANKLIN AVE
40,36,PS 244-ACTIVE LEARNING ELEM SCH ,137-20 FRANKLIN AVE
40,37,JHS 189-DANIEL CARTER BEARD ,144-80 BARCLAY AVENUE
40,38,JHS 189-DANIEL CARTER BEARD ,144-80 BARCLAY AVENUE
40,39,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,40,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,41,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,42,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,43,PS 244-ACTIVE LEARNING ELEM SCH ,137-20 FRANKLIN AVE
40,44,PS 244-ACTIVE LEARNING ELEM SCH ,137-20 FRANKLIN AVE
40,45,BLAND COMMUNITY CENTER ,133-36 ROOSEVELT AVENUE
40,46,BLAND COMMUNITY CENTER ,133-36 ROOSEVELT AVENUE
40,47,PS 214-CADWALLADER COLDEN ,31-15 140 STREET
40,48,PS 214-CADWALLADER COLDEN ,31-15 140 STREET
40,49,PS 214-CADWALLADER COLDEN ,31-15 140 STREET
40,50,LATIMER GARDENS COMMUNITY CENTER ..,34-30 137 STREET
40,51,BLAND COMMUNITY CENTER ,133-36 ROOSEVELT AVENUE
40,52,TAIWAN CENTER ,137-44 NORTHERN BOULEVARD
40,53,PS 22-THOMAS JEFFERSON ,153-33 SANFORD AVENUE
40,54,PS 29-QUEENS ,125-10 23 AVENUE
40,55,PS 29-QUEENS ,125-10 23 AVENUE
40,56,RENAISSANCE CHARTER SCHOOL ,35-59 81 STREET
40,56,RENAISSANCE CHARTER SCHOOL ,35-59 81 STREET
40,56,PS 22-THOMAS JEFFERSON ,153-33 SANFORD AVENUE
40,57,MARYâ€™S NATIVITY CHURCH ,46-02 PARSONS BOULEVARD
40,58,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,59,PS 20-JOHN BOWNE ,142-30 BARCLAY AVENUE
40,60,LATIMER GARDENS COMMUNITY CENTER ..,34-30 137 STREET
41,1,PS 197,1599 EAST 22 STREET
41,2,PS 197,1599 EAST 22 STREET
41,3,PS 197,1599 EAST 22 STREET
41,4,PS 197,1599 EAST 22 STREET
41,5,JAMES MADISON HS,3787 BEDFORD AVENUE
41,6,KINGS HIGHWAY PUBLIC LIBRARY,2115 OCEAN AVE
41,7,PS 234 IS,1875 EAST 17 STREET
41,8,PS 234 IS,1875 EAST 17 STREET
41,9,PS 234 IS,1875 EAST 17 STREET
41,10,PS 206,2200 GRAVESEND NECK ROAD
41,11,PS 197,1599 EAST 22 STREET
41,12,JAMES MADISON HS,3787 BEDFORD AVENUE
41,13,JAMES MADISON HS,3787 BEDFORD AVENUE
41,14,CARMINE CARRO COMM CENTER,3000 FILLMORE AVE
41,15,JAMES MADISON HS,3787 BEDFORD AVENUE
41,16,PS 222,3301 QUENTIN ROAD
41,17,PS 222,3301 QUENTIN ROAD
41,18,CARMINE CARRO COMM CENTER,3000 FILLMORE AVE
41,19,ZVI DOV ROTH ACAD OF YESHIVA RAMBAM,3300 KINGS HWY
41,20,ZVI DOV ROTH ACAD OF YESHIVA RAMBAM,3300 KINGS HWY
41,21,PS 207 ANNEX EARLY CHILD CTR,3920 FLATLANDS AVE
41,22,PS 207 ANNEX EARLY CHILD CTR,3920 FLATLANDS AVE
41,23,PS 207 ANNEX EARLY CHILD CTR,3920 FLATLANDS AVE
41,24,THE BRIDGE MCP,1894 FLATBUSH AVENUE
41,25,THE BRIDGE MCP,1894 FLATBUSH AVENUE
41,26,ZVI DOV ROTH ACAD OF YESHIVA RAMBAM,3300 KINGS HWY
41,27,PS 207 ANNEX EARLY CHILD CTR,3920 FLATLANDS AVE
41,28,PS 207 ANNEX EARLY CHILD CTR,3920 FLATLANDS AVE
41,29,THE BRIDGE MCP,1894 FLATBUSH AVENU
41,30,IS 395/PS 109,1001 EAST 45 STREET
41,31,IS 395/PS 109,1001 EAST 45 STREET
41,32,IS 395/PS 109,1001 EAST 45 STREET
41,33,IS 395/PS 109,1001 EAST 45 STREET
41,34,IS 395/PS 109,1001 EAST 45 STREET
41,35,PS 206,2200 GRAVESEND NECK ROAD
41,36,PS 277,2529 GERRITSEN AVENUE
41,37,PS 251,1037 EAST 54 STREET
41,38,PS 251,1037 EAST 54 STREET
41,39,PS 203,5101 AVENUE M
41,40,PS 251,1037 EAST 54 STREET
41,41,PS 203,5101 AVENUE M
41,42,KINGS BAY YM-YWHA,3495 NOSTRAND AVENUE
41,43,PS 207 ANNEX EARLY CHILD CTR,3920 FLATLANDS AVE
41,44,PS 52,2675 EAST 29 STREET
41,45,PS 208,4801 AVENUE D
41,46,PS 194,3117 AVENUE W
41,47,PS 208,4801 AVENUE D
41,48,PS 235 ANNEX,5811 DITMAS AVENUE
41,49,PS 251,1037 EAST 54 STREET
41,50,PS 193,2515 AVENUE L
41,51,ZVI DOV ROTH ACAD OF YESHIVA RAMBAM,3300 KINGS HWY
41,52,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
41,53,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
41,54,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
41,55,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
41,56,PS 222,3301 QUENTIN ROAD
41,57,JAMES MADISON HS,3787 BEDFORD AVENUE
41,58,JAMES MADISON HS,3787 BEDFORD AVENUE
41,59,JAMES MADISON HS,3787 BEDFORD AVENUE
41,60,KINGS BAY YM-YWHA,3495 NOSTRAND AVENUE
41,61,KINGS BAY YM-YWHA,3495 NOSTRAND AVENUE
41,62,KINGS BAY YM-YWHA,3495 NOSTRAND AVENUE
41,63,PS 194,3117 AVENUE W
41,64,PS 194,3117 AVENUE W
41,65,IS 14,2424 BATCHELDER STREET
41,66,PS 194,3117 AVENUE W
41,67,IS 14,2424 BATCHELDER STREET
41,68,IS 14,2424 BATCHELDER STREET
41,69,IS 14,2424 BATCHELDER STREET
41,70,KINGS BAY PUBLIC LIBRARY,3650 NOSTRAND AVE
41,71,PS 286,2525 HARING STREET
41,72,IS 14,2424 BATCHELDER STREET
41,73,PS 286,2525 HARING STREET
41,74,PS 286,2525 HARING STREET
41,75,PS 206,2200 GRAVESEND NECK ROAD
41,76,PS 206,2200 GRAVESEND NECK ROAD
41,77,PS 206,2200 GRAVESEND NECK ROAD
41,78,PS 206,2200 GRAVESEND NECK ROAD
41,79,PS 254,1801 AVENUE Y
41,80,PS 206,2200 GRAVESEND NECK ROAD
41,81,ST. MARKS SCHOOL,2602 EAST 19TH STREET
41,82,PS 52,2675 EAST 29 STREET
41,83,PS 52,2675 EAST 29 STREET
41,84,KINGS BAY YM-YWHA,3495 NOSTRAND AVENUE
41,85,PS 52,2675 EAST 29 STREET
41,86,PS 52,2675 EAST 29 STREET
41,87,PS 52,2675 EAST 29 STREET
41,88,PS 52,2675 EAST 29 STREET
41,89,PS 52,2675 EAST 29 STREET
41,90,BAY ACADEMY - IS 98,1401 EMMONS AVENUE
41,91,THE BRIDGE MCP,1894 FLATBUSH AVENUE
41,92,ST. MARKS SCHOOL,2602 EAST 19TH STREET
41,93,BAY ACADEMY - IS 98,1401 EMMONS AVENUE
41,94,JAMES MADISON HS,3787 BEDFORD AVENUE
41,95,ZVI DOV ROTH ACAD OF YESHIVA RAMBAM,3300 KINGS HWY
41,96,IS 395/PS 109,1001 EAST 45 STREET
41,97,PS 208,4801 AVENUE D
41,98,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
41,99,IS 395/PS 109,1001 EAST 45 STREET
41,103,YORKVILLE COMMUNITY SCH,421 EAST 88 ST
41,103,YORKVILLE COMMUNITY SCH,421 EAST 88 ST
42,1,PS/IS 437,713 CATON AVENUE
42,2,PS 249,18 MARLBOROUGH ROAD
42,3,PS 249,18 MARLBOROUGH ROAD
42,4,PS 249,18 MARLBOROUGH ROAD
42,5,PS 249,18 MARLBOROUGH ROAD
42,6,PS 249,18 MARLBOROUGH ROAD
42,7,PS 249,18 MARLBOROUGH ROAD
42,8,PS 249,18 MARLBOROUGH ROAD
42,9,ERASMUS HALL HS,911 FLATBUSH AVENUE
42,10,IS 246,72 VERONICA PLACE
42,11,IS 246,72 VERONICA PLACE
42,12,IS 246,72 VERONICA PLACE
42,13,IS 246,72 VERONICA PLACE
42,14,IS 246,72 VERONICA PLACE
42,15,PS 249,18 MARLBOROUGH ROAD
42,16,PS 6,43 SNYDER AVENUE
42,17,PS 6,43 SNYDER AVENUE
42,18,PS 249,18 MARLBOROUGH ROAD
42,19,PS 6,43 SNYDER AVENUE
42,20,PS 6,43 SNYDER AVENUE
42,21,PS 6,43 SNYDER AVENUE
42,22,PS 6,43 SNYDER AVENUE
42,23,MARLBOROUGH GARDENS,386 MARLBOROUGH ROAD
42,24,PS 217,1100 NEWKIRK AVENUE
42,25,PS 217,1100 NEWKIRK AVENUE
42,26,PS 152/PS 315,725 EAST 23 STREET
42,27,PS 152/PS 315,725 EAST 23 STREET
42,28,FLATBUSH TOMP CONGREG CH,424 EAST 19TH STREET
42,29,FLATBUSH TOMP CONGREG CH,424 EAST 19TH STREET
42,30,FLATBUSH TOMP CONGREG CH,424 EAST 19TH STREET
42,31,FLATBUSH TOMP CONGREG CH,424 EAST 19TH STREET
42,32,PS 181,1023 NEW YORK AVENUE
42,33,PS 889,21 HINCKLEY PLACE
42,34,FLATBUSH TOMP CONGREG CH,424 EAST 19TH STREET
42,35,MARLBOROUGH GARDENS,386 MARLBOROUGH ROAD
42,36,MIDWOOD PUBLIC LIBRARY,975 EAST 16TH STREET
42,37,PS 217,1100 NEWKIRK AVENUE
42,38,PS 193,2515 AVENUE L
42,39,PS 181,1023 NEW YORK AVENUE
42,40,PS 181,1023 NEW YORK AVENUE
42,41,PS 181,1023 NEW YORK AVENUE
42,42,PS 181,1023 NEW YORK AVENUE
42,43,FLATBUSH YMCA,1401 FLATBUSH AVENUE
42,44,PS 269,1957 NOSTRAND AVENUE
42,45,PS 269,1957 NOSTRAND AVENUE
42,46,PS 269,1957 NOSTRAND AVENUE
42,47,FLATBUSH YMCA,1401 FLATBUSH AVENUE
42,48,PS 152/PS 315,725 EAST 23 STREET
42,49,PS 152/PS 315,725 EAST 23 STREET
42,50,FLATBUSH YMCA,1401 FLATBUSH AVENUE
42,51,PS 193,2515 AVENUE L
42,52,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
42,53,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
42,54,PS 152/PS 315,725 EAST 23 STREET
42,55,PS 152/PS 315,725 EAST 23 STREET
42,56,FLATBUSH YMCA,1401 FLATBUSH AVENUE
42,57,VANDERVEER CH UNITED METH CH,3114 GLENWOOD RD
42,58,PS 181,1023 NEW YORK AVENUE
42,59,PS 193,2515 AVENUE L
42,60,PS 197,1599 EAST 22 STREET
42,61,EAST MIDWOOD JEWISH CENTER,1625 OCEAN AVENUE
42,62,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
42,63,PS 193,2515 AVENUE L
42,64,PS 193,2515 AVENUE L
42,65,PS 193,2515 AVENUE L
42,66,ED R MURROW HS,1600 AVENUE L
42,67,ED R MURROW HS,1600 AVENUE L
42,68,ERASMUS HALL HS,911 FLATBUSH AVENUE
42,69,PS 193,2515 AVENUE L
42,70,PS 6,43 SNYDER AVENUE
42,71,PS 269,1957 NOSTRAND AVENUE
42,72,PS 249,18 MARLBOROUGH ROAD
42,73,PS 152/PS 315,725 EAST 23 STREET
42,74,FLATBUSH YMCA,1401 FLATBUSH AVENUE
42,75,PS 249,18 MARLBOROUGH ROAD
42,76,PS 249,18 MARLBOROUGH ROAD
42,77,ERASMUS HALL HS,911 FLATBUSH AVENUE
42,78,FLATBUSH TOMP CONGREG CH,424 EAST 19TH STREET
42,79,PS 152/PS 315,725 EAST 23 STREET
42,80,FLATBUSH YMCA,1401 FLATBUSH AVENUE
42,81,BKLYN COLLEGE ROOSEVELT HALL,2946 BEDFORD AVE
42,82,PS 193,2515 AVENUE L
42,99,IS 395/PS 109,1001 EAST 45 STREET
42,99,IS 395/PS 109,1001 EAST 45 STREET
43,1,PS 320/PS 375,46 McKEEVER PLACE
43,2,PS 320/PS 375,46 McKEEVER PLACE
43,3,PS 92,601 PARKSIDE AVENUE
43,4,PS 92,601 PARKSIDE AVENUE
43,5,ERASMUS HALL HS,911 FLATBUSH AVENUE
43,6,PS 92,601 PARKSIDE AVENUE
43,7,PS 92,601 PARKSIDE AVENUE
43,8,PS 92,601 PARKSIDE AVENUE
43,9,FLATBUSH PUBLIC LIBRARY,22 LINDEN BOULEVARD
43,10,PS 181,1023 NEW YORK AVENUE
43,11,PS 61 IS,400 EMPIRE BOULEVARD
43,12,PS 289,900 ST MARKS AVENUE
43,13,PS 221,791 EMPIRE BOULEVARD
43,14,PS 320/PS 375,46 McKEEVER PLACE
43,15,PS 61 IS,400 EMPIRE BOULEVARD
43,16,PS 61 IS,400 EMPIRE BOULEVARD
43,17,PS 397,490 FENIMORE STREET
43,18,PS 320/PS 375,46 McKEEVER PLACE
43,19,FENIMORE UNITED METH CH,276 FENIMORE STREET
43,20,FENIMORE UNITED METH CH,276 FENIMORE STREET
43,21,CROWN HEIGHTS PUBLIC LIBRARY,560 NEW YORK AVE
43,22,PS 397,490 FENIMORE STREET
43,23,FENIMORE UNITED METH CH,276 FENIMORE STREET
43,24,FENIMORE UNITED METH CH,276 FENIMORE STREET
43,25,PS 92,601 PARKSIDE AVENUE
43,26,MS 2,655 PARKSIDE AVENUE
43,27,PS 92,601 PARKSIDE AVENUE
43,28,MS 2,655 PARKSIDE AVENUE
43,29,LENOX ROAD BAPTIST CH,1356 NOSTRAND AVENUE
43,30,LENOX ROAD BAPTIST CH,1356 NOSTRAND AVENUE
43,31,LENOX ROAD BAPTIST CH,1356 NOSTRAND AVENUE
43,32,ERASMUS HALL HS,911 FLATBUSH AVENUE
43,33,LENOX ROAD BAPTIST CH,1356 NOSTRAND AVENUE
43,34,MS 2,655 PARKSIDE AVENUE
43,35,PS 161,330 CROWN STREET
43,36,MEDGAR EVERS,1150 CARROLL STREET
43,37,MEDGAR EVERS,1150 CARROLL STREET
43,38,CROWN GARDENS COMM CTR,1185 CARROLL STREET
43,39,CROWN GARDENS COMM CTR,1185 CARROLL STREET
43,40,PS 161,330 CROWN STREET
43,41,CROWN HEIGHTS APTS,1055 ST JOHNS PLACE
43,42,CROWN HEIGHTS APTS,1055 ST JOHNS PLACE
43,43,CROWN HEIGHTS APTS,1055 ST JOHNS PLACE
43,44,PS 138,760 PROSPECT PLACE
43,45,PS 138,760 PROSPECT PLACE
43,46,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
43,47,PS 289,900 ST MARKS AVENUE
43,48,PS 289,900 ST MARKS AVENUE
43,49,PS 289,900 ST MARKS AVENUE
43,50,PS 289,900 ST MARKS AVENUE
43,51,CHAVIS APARTMENTS,230 KINGSTON AVENUE
43,52,PS 235,525 LENOX ROAD
43,53,IS 391,790 EAST NEW YORK AVENUE
43,54,PS 91,532 ALBANY AVENUE
43,55,PS 91,532 ALBANY AVENUE
43,56,PS 91,532 ALBANY AVENUE
43,57,PS 61 IS,400 EMPIRE BOULEVARD
43,58,PS 221,791 EMPIRE BOULEVARD
43,59,PS 221,791 EMPIRE BOULEVARD
43,60,PS 161,330 CROWN STREET
43,61,PS 167,1025 EASTERN PARKWAY
43,62,PS 161,330 CROWN STREET
43,63,PS 161,330 CROWN STREET
43,64,PS 221,791 EMPIRE BOULEVARD
43,65,PS 221,791 EMPIRE BOULEVARD
43,66,IS 391,790 EAST NEW YORK AVENUE
43,67,IS 391,790 EAST NEW YORK AVENUE
43,68,IS 391,790 EAST NEW YORK AVENUE
43,69,IS 391,790 EAST NEW YORK AVENUE
43,70,IS 391,790 EAST NEW YORK AVENUE
43,71,PS 235,525 LENOX ROAD
43,72,PS 138,760 PROSPECT PLACE
43,73,PS 320/PS 375,46 McKEEVER PLACE
43,74,ERASMUS HALL HS,911 FLATBUSH AVENUE
43,75,FENIMORE UNITED METH CH,276 FENIMORE STREET
43,76,IS 391,790 EAST NEW YORK AVENUE
43,77,PS 161,330 CROWN STREET
43,78,ERASMUS HALL HS,911 FLATBUSH AVENUE
43,79,IS 391,790 EAST NEW YORK AVENUE
43,80,PS 61 IS,400 EMPIRE BOULEVARD
43,81,PS 61 IS,400 EMPIRE BOULEVARD
43,82,PS 193,2515 AVENUE L
43,82,PS 193,2515 AVENUE L
43,82,PS 320/PS 375,46 McKEEVER PLACE
43,83,FLATBUSH PUBLIC LIBRARY,22 LINDEN BOULEVARD
43,84,PS 221,791 EMPIRE BOULEVARD
43,85,PS 161,330 CROWN STREET
43,86,PS 138,760 PROSPECT PLACE
43,87,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
44,1,PS 131,4305 FT HAMILTON PARKWAY
44,2,PS 164,4211 14TH AVENUE
44,3,PS 223 IS,4200 16TH AVENUE
44,4,PS 223 IS,4200 16TH AVENUE
44,5,PS 223 IS,4200 16TH AVENUE
44,6,PS 179,202 AVENUE C
44,7,PS 179,202 AVENUE C
44,8,PS 179,202 AVENUE C
44,9,PS 62 JHS,700 CORTELYOU ROAD
44,10,PS 230,1 ALBEMARLE ROAD
44,11,PS 131,4305 FT HAMILTON PARKWAY
44,12,IS 88,544 7 AVENUE
44,13,PS 131,4305 FT HAMILTON PARKWAY
44,14,PS 230,1 ALBEMARLE ROAD
44,15,PS 230,1 ALBEMARLE ROAD
44,16,PS 230,1 ALBEMARLE ROAD
44,17,BKLYN PROSPECT CHARTER SCH,3002 FT HAMILTON PKWY
44,18,PS 130,70 OCEAN PARKWAY
44,19,PS 179,202 AVENUE C
44,20,PS 179,202 AVENUE C
44,21,PS 223 IS,4200 16TH AVENUE
44,22,KENSINGTON PUBLIC LIBRARY,4207 18 AVENUE
44,23,KENSINGTON PUBLIC LIBRARY,4207 18 AVENUE
44,24,PS 134,4001 18TH AVENUE
44,25,MARIEN HEIM COMM CENTER,870 OCEAN PARKWAY
44,26,AGUDATH SR CTR,817 AVENUE H
44,27,AGUDATH SR CTR,817 AVENUE H
44,28,PS 217,1100 NEWKIRK AVENUE
44,29,AGUDATH SR CTR,817 AVENUE H
44,30,AGUDATH SR CTR,817 AVENUE H
44,31,PS 217,1100 NEWKIRK AVENUE
44,32,PS 152/PS 315,725 EAST 23 STREET
44,33,PS 217,1100 NEWKIRK AVENUE
44,34,PS 217,1100 NEWKIRK AVENUE
44,35,PS 62 JHS,700 CORTELYOU ROAD
44,36,MARLBOROUGH GARDENS,386 MARLBOROUGH ROAD
44,37,PS 62 JHS,700 CORTELYOU ROAD
44,38,CORTELYOU PUB LIBRARY,1305 CORTELYOU ROAD
44,39,PS 62 JHS,700 CORTELYOU ROAD
44,40,PS 62 JHS,700 CORTELYOU ROAD
44,41,PS 62 JHS,700 CORTELYOU ROAD
44,42,PS 62 JHS,700 CORTELYOU ROAD
44,43,PS 62 JHS,700 CORTELYOU ROAD
44,44,PS 62 JHS,700 CORTELYOU ROAD
44,45,PS 62 JHS,700 CORTELYOU ROAD
44,46,PS 889,21 HINCKLEY PLACE
44,47,PS 889,21 HINCKLEY PLACE
44,48,PS 889,21 HINCKLEY PLACE
44,49,PS/IS 437,713 CATON AVENUE
44,50,PS/IS 437,713 CATON AVENUE
44,51,BKLYN PROSPECT CHARTER SCH,3002 FT HAMILTON PKWY
44,52,BKLYN PROSPECT CHARTER SCH,3002 FT HAMILTON PKWY
44,53,BKLYN PROSPECT CHARTER SCH,3002 FT HAMILTON PKWY
44,54,PS/IS 437,713 CATON AVENUE
44,55,PS 130,70 OCEAN PARKWAY
44,56,BISHOP FORD,500 19TH STREET
44,57,BISHOP FORD,500 19TH STREET
44,58,BISHOP FORD,500 19TH STREET
44,59,BISHOP FORD,500 19TH STREET
44,60,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,61,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,62,PS 10,511 7TH AVENUE
44,63,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,64,IS 88,544 7 AVENUE
44,65,PS 10,511 7TH AVENUE
44,66,BISHOP FORD,500 19TH STREET
44,67,MARIEN HEIM COMM CENTER,870 OCEAN PARKWAY
44,68,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,69,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,70,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,71,KINGSBORO 7TH DAY ADVENTIST,415 7 STREET
44,72,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,73,KINGSBORO 7TH DAY ADVENTIST,415 7 STREET
44,74,PARK SLOPE PUBLIC LIBRARY,431 6 AVENUE
44,75,JOHN JAY HS,237 7 AVENUE
44,76,PARK SLOPE ARMORY YMCA,361 15TH STREET
44,77,PARK SLOPE PUBLIC LIBRARY,431 6 AVENUE
44,78,JOHN JAY HS,237 7 AVENUE
44,79,JOHN JAY HS,237 7 AVENUE
44,80,JOHN JAY HS,237 7 AVENUE
44,81,PS 179,202 AVENUE C
44,82,PS/IS 437,713 CATON AVENUE
44,83,PS 130,70 OCEAN PARKWAY
44,84,KINGSBORO 7TH DAY ADVENTIST,415 7 STREET
44,85,PS 131,4305 FT HAMILTON PARKWAY
44,86,BKLYN PROSPECT CHARTER SCH,3002 FT HAMILTON PKWY
44,87,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
44,87,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
44,87,PS 217,1100 NEWKIRK AVENUE
44,88,PS 179,202 AVENUE C
44,89,PS 230,1 ALBEMARLE ROAD
44,90,MARLBOROUGH GARDENS,386 MARLBOROUGH ROAD
44,91,JOHN JAY HS,237 7 AVENUE
44,92,JOHN JAY HS,237 7 AVENUE
44,93,PS 217,1100 NEWKIRK AVENUE
45,1,PS 238,1633 EAST 8 STREET
45,2,ED R MURROW HS,1600 AVENUE L
45,3,PS 238,1633 EAST 8 STREET
45,4,PS 238,1633 EAST 8 STREET
45,5,PS 238,1633 EAST 8 STREET
45,6,PS 238,1633 EAST 8 STREET
45,7,PS 177,346 AVENUE P
45,8,PS 177,346 AVENUE P
45,9,PS 238,1633 EAST 8 STREET
45,10,PS 238,1633 EAST 8 STREET
45,11,PS 238,1633 EAST 8 STREET
45,12,PS 234 IS,1875 EAST 17 STREET
45,13,PS 234 IS,1875 EAST 17 STREET
45,14,PS 153,1970 HOMECREST AVENUE
45,15,SEPHARDIC COMM CTR,1901 OCEAN PARKWAY
45,16,SEPHARDIC COMM CTR,1901 OCEAN PARKWAY
45,17,PS 177,346 AVENUE P
45,18,PS 177,346 AVENUE P
45,19,SEPHARDIC COMM CTR,1901 OCEAN PARKWAY
45,20,SEPHARDIC COMM CTR,1901 OCEAN PARKWAY
45,21,CONEY ISLAND PREP H.S,294 AVENUE T
45,22,PS 153,1970 HOMECREST AVENUE
45,23,PS 153,1970 HOMECREST AVENUE
45,24,PS 234 IS,1875 EAST 17 STREET
45,25,ST. EDMUND PREPARATORY HS,2474 OCEAN AVENUE
45,26,ST. EDMUND PREPARATORY HS,2474 OCEAN AVENUE
45,27,PS 153,1970 HOMECREST AVENUE
45,28,PS 254,1801 AVENUE Y
45,29,HOMECREST PUB LIBRARY,2525 CONEY ISLAND AVE
45,30,PS 254,1801 AVENUE Y
45,31,PS 216,350 AVENUE X
45,32,PS 95,345 VAN SICKLEN STREET
45,33,PS 95,345 VAN SICKLEN STREET
45,34,PS 95,345 VAN SICKLEN STREET
45,35,PS 95,345 VAN SICKLEN STREET
45,36,PS 216,350 AVENUE X
45,37,PS 209,2609 EAST 7 STREET
45,38,PS 254,1801 AVENUE Y
45,39,PS 254,1801 AVENUE Y
45,40,PS 216,350 AVENUE X
45,41,MARLBORO MEMORIAL POST,300 AVENUE X
45,42,PS 216,350 AVENUE X
45,43,MARLBORO MEMORIAL POST,300 AVENUE X
45,44,MARLBORO COMM CTR,2298 WEST 8 STREET
45,45,MARLBORO COMM CTR,2298 WEST 8 STREET
45,46,MARLBORO COMM CTR,2298 WEST 8 STREET
45,47,HARWAY TERRACE,2475 WEST 16 STREET
45,48,PS 209,2609 EAST 7 STREET
45,49,PS 209,2609 EAST 7 STREET
45,50,PS 209,2609 EAST 7 STREET
45,51,ST. MARKS SCHOOL,2602 EAST 19TH STREET
45,52,ST. MARKS SCHOOL,2602 EAST 19TH STREET
45,53,ST. MARKS SCHOOL,2602 EAST 19TH STREET
45,54,ST. MARKS SCHOOL,2602 EAST 19TH STREET
45,55,CONEY ISLAND PREP H.S,294 AVENUE T
45,56,PS 254,1801 AVENUE Y
45,57,PS 209,2609 EAST 7 STREET
45,58,BAY ACADEMY-IS 98,1401 EMMONS AVENUE
45,59,BAY ACADEMY-IS 98,1401 EMMONS AVENUE
45,60,WILLIAM E. GRADY CTE HS,25 BRIGHTON 4 ROAD
45,61,WILLIAM E. GRADY CTE HS,25 BRIGHTON 4 ROAD
45,62,WILLIAM E. GRADY CTE HS,25 BRIGHTON 4 ROAD
